"","mean","se_mean","sd","2.5%","97.5%","n_eff","Rhat"
"b0_int[1]",0.069548547535,0.00547818784896557,0.171800872155722,-0.2694435,0.404818025,983.505714981864,0.999478315241862
"b0_int[2]",-0.0166543907627,0.00404329689690677,0.122404834148993,-0.254821225,0.232643825,916.486083190218,0.999343517656208
